,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player
189,2004-05,28.0,MIN,NBA,PF,82.0,82.0,3121.0,683.0,1360.0,0.502,6.0,25.0,0.24,677.0,1335.0,0.507,0.504,445.0,549.0,0.8109999999999999,247.0,861.0,1108.0,466.0,121.0,112.0,222.0,207.0,1817.0,Tim Duncan
190,2005-06,29.0,MIN,NBA,PF,76.0,76.0,2957.0,626.0,1191.0,0.526,8.0,30.0,0.267,618.0,1161.0,0.532,0.529,396.0,489.0,0.81,214.0,752.0,966.0,308.0,104.0,107.0,180.0,206.0,1656.0,Tim Duncan
191,2006-07,30.0,MIN,NBA,PF,76.0,76.0,2995.0,638.0,1341.0,0.47600000000000003,12.0,56.0,0.214,626.0,1285.0,0.48700000000000004,0.48,416.0,498.0,0.835,183.0,792.0,975.0,313.0,89.0,126.0,205.0,184.0,1704.0,Tim Duncan
192,2007-08,31.0,BOS,NBA,PF,71.0,71.0,2328.0,534.0,990.0,0.539,0.0,11.0,0.0,534.0,979.0,0.545,0.539,269.0,336.0,0.8009999999999999,135.0,520.0,655.0,244.0,100.0,89.0,138.0,163.0,1337.0,Tim Duncan
193,2008-09,32.0,BOS,NBA,PF,57.0,57.0,1772.0,393.0,740.0,0.531,2.0,8.0,0.25,391.0,732.0,0.534,0.532,111.0,132.0,0.841,78.0,407.0,485.0,144.0,63.0,68.0,90.0,128.0,899.0,Tim Duncan
194,2009-10,33.0,BOS,NBA,PF,69.0,69.0,2060.0,402.0,772.0,0.521,1.0,5.0,0.2,401.0,767.0,0.523,0.521,185.0,221.0,0.8370000000000001,78.0,428.0,506.0,185.0,68.0,57.0,101.0,170.0,990.0,Tim Duncan
195,2010-11,34.0,BOS,NBA,PF,71.0,71.0,2220.0,434.0,822.0,0.528,1.0,5.0,0.2,433.0,817.0,0.53,0.529,187.0,217.0,0.862,83.0,548.0,631.0,171.0,95.0,57.0,115.0,148.0,1056.0,Tim Duncan
196,2011-12,35.0,BOS,NBA,C,60.0,60.0,1864.0,391.0,777.0,0.503,3.0,9.0,0.33299999999999996,388.0,768.0,0.505,0.505,162.0,189.0,0.857,66.0,428.0,494.0,175.0,56.0,61.0,107.0,141.0,947.0,Tim Duncan
197,2012-13,36.0,BOS,NBA,C,68.0,68.0,2022.0,422.0,850.0,0.496,2.0,16.0,0.125,420.0,834.0,0.504,0.498,158.0,201.0,0.7859999999999999,75.0,455.0,530.0,159.0,78.0,62.0,110.0,154.0,1004.0,Tim Duncan
198,2013-14,37.0,BRK,NBA,C,54.0,54.0,1109.0,157.0,356.0,0.441,0.0,3.0,0.0,157.0,353.0,0.445,0.441,38.0,47.0,0.809,60.0,298.0,358.0,82.0,43.0,40.0,69.0,123.0,352.0,Tim Duncan
199,2014-15,38.0,TOT,NBA,PF,47.0,47.0,952.0,143.0,306.0,0.467,1.0,7.0,0.14300000000000002,142.0,299.0,0.475,0.469,36.0,45.0,0.8,48.0,263.0,311.0,77.0,46.0,17.0,46.0,109.0,323.0,Tim Duncan
200,2014-15,38.0,BRK,NBA,PF,42.0,42.0,854.0,125.0,275.0,0.455,1.0,6.0,0.16699999999999998,124.0,269.0,0.461,0.456,34.0,41.0,0.8290000000000001,46.0,239.0,285.0,69.0,41.0,13.0,45.0,96.0,285.0,Tim Duncan
201,2014-15,38.0,MIN,NBA,PF,5.0,5.0,98.0,18.0,31.0,0.581,0.0,1.0,0.0,18.0,30.0,0.6,0.581,2.0,4.0,0.5,2.0,24.0,26.0,8.0,5.0,4.0,1.0,13.0,38.0,Tim Duncan
202,2015-16,39.0,MIN,NBA,PF,38.0,38.0,556.0,54.0,115.0,0.47,0.0,1.0,0.0,54.0,114.0,0.474,0.47,14.0,21.0,0.667,15.0,135.0,150.0,62.0,28.0,10.0,16.0,70.0,122.0,Tim Duncan
203,Career,,,NBA,,1462.0,1425.0,50418.0,10505.0,21142.0,0.49700000000000005,174.0,632.0,0.275,10331.0,20510.0,0.504,0.501,4887.0,6190.0,0.789,3209.0,11453.0,14662.0,5445.0,1859.0,2037.0,3179.0,3561.0,26071.0,Tim Duncan
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Duncan
205,14 seasons,,MIN,NBA,,970.0,933.0,36189.0,7647.0,15560.0,0.491,164.0,569.0,0.28800000000000003,7483.0,14991.0,0.499,0.49700000000000005,3743.0,4806.0,0.779,2588.0,8130.0,10718.0,4216.0,1315.0,1590.0,2404.0,2438.0,19201.0,Tim Duncan
206,6 seasons,,BOS,NBA,,396.0,396.0,12266.0,2576.0,4951.0,0.52,9.0,54.0,0.16699999999999998,2567.0,4897.0,0.524,0.521,1072.0,1296.0,0.8270000000000001,515.0,2786.0,3301.0,1078.0,460.0,394.0,661.0,904.0,6233.0,Tim Duncan
207,2 seasons,,BRK,NBA,,96.0,96.0,1963.0,282.0,631.0,0.447,1.0,9.0,0.111,281.0,622.0,0.452,0.44799999999999995,72.0,88.0,0.818,106.0,537.0,643.0,151.0,84.0,53.0,114.0,219.0,637.0,Tim Duncan
208,1997-98,21.0,SAS,NBA,PF,82.0,82.0,3204.0,706.0,1287.0,0.5489999999999999,0.0,10.0,0.0,706.0,1277.0,0.5529999999999999,0.5489999999999999,319.0,482.0,0.662,274.0,703.0,977.0,224.0,55.0,206.0,279.0,254.0,1731.0,Allen Iverson
209,1998-99,22.0,SAS,NBA,PF,50.0,50.0,1963.0,418.0,845.0,0.495,1.0,7.0,0.14300000000000002,417.0,838.0,0.498,0.495,247.0,358.0,0.69,159.0,412.0,571.0,121.0,45.0,126.0,146.0,147.0,1084.0,Allen Iverson
210,1999-00,23.0,SAS,NBA,PF,74.0,74.0,2875.0,628.0,1281.0,0.49,1.0,11.0,0.091,627.0,1270.0,0.494,0.491,459.0,603.0,0.7609999999999999,262.0,656.0,918.0,234.0,66.0,165.0,242.0,210.0,1716.0,Allen Iverson
211,2000-01,24.0,SAS,NBA,PF,82.0,82.0,3174.0,702.0,1406.0,0.499,7.0,27.0,0.259,695.0,1379.0,0.504,0.502,409.0,662.0,0.618,259.0,738.0,997.0,245.0,70.0,192.0,242.0,247.0,1820.0,Allen Iverson
212,2001-02,25.0,SAS,NBA,PF,82.0,82.0,3329.0,764.0,1504.0,0.508,1.0,10.0,0.1,763.0,1494.0,0.511,0.508,560.0,701.0,0.799,268.0,774.0,1042.0,307.0,61.0,203.0,263.0,217.0,2089.0,Allen Iverson
213,2002-03,26.0,SAS,NBA,PF,81.0,81.0,3181.0,714.0,1392.0,0.513,6.0,22.0,0.273,708.0,1370.0,0.517,0.515,450.0,634.0,0.71,259.0,784.0,1043.0,316.0,55.0,237.0,248.0,231.0,1884.0,Allen Iverson
214,2003-04,27.0,SAS,NBA,PF,69.0,68.0,2527.0,592.0,1181.0,0.501,2.0,12.0,0.16699999999999998,590.0,1169.0,0.505,0.502,352.0,588.0,0.599,227.0,632.0,859.0,213.0,62.0,185.0,183.0,164.0,1538.0,Allen Iverson
215,2004-05,28.0,SAS,NBA,PF,66.0,66.0,2203.0,517.0,1042.0,0.496,3.0,9.0,0.33299999999999996,514.0,1033.0,0.498,0.498,305.0,455.0,0.67,202.0,530.0,732.0,179.0,45.0,174.0,127.0,144.0,1342.0,Allen Iverson
216,2005-06,29.0,SAS,NBA,PF,80.0,80.0,2784.0,574.0,1185.0,0.484,2.0,5.0,0.4,572.0,1180.0,0.485,0.485,335.0,533.0,0.629,231.0,650.0,881.0,253.0,70.0,162.0,198.0,219.0,1485.0,Allen Iverson
217,2006-07,30.0,SAS,NBA,C,80.0,80.0,2726.0,618.0,1131.0,0.546,1.0,9.0,0.111,617.0,1122.0,0.55,0.547,362.0,568.0,0.637,213.0,633.0,846.0,273.0,66.0,190.0,224.0,203.0,1599.0,Allen Iverson
218,2007-08,31.0,SAS,NBA,C,78.0,78.0,2651.0,585.0,1178.0,0.49700000000000005,0.0,4.0,0.0,585.0,1174.0,0.498,0.49700000000000005,338.0,463.0,0.73,237.0,644.0,881.0,218.0,56.0,152.0,178.0,185.0,1508.0,Allen Iverson
219,2008-09,32.0,SAS,NBA,C,75.0,75.0,2524.0,558.0,1107.0,0.504,0.0,2.0,0.0,558.0,1105.0,0.505,0.504,334.0,483.0,0.6920000000000001,201.0,599.0,800.0,264.0,38.0,126.0,165.0,173.0,1450.0,Allen Iverson
220,2009-10,33.0,SAS,NBA,C,78.0,77.0,2438.0,561.0,1082.0,0.518,2.0,11.0,0.182,559.0,1071.0,0.522,0.519,271.0,374.0,0.725,221.0,567.0,788.0,246.0,45.0,117.0,140.0,152.0,1395.0,Allen Iverson
221,2010-11,34.0,SAS,NBA,C,76.0,76.0,2156.0,419.0,838.0,0.5,0.0,4.0,0.0,419.0,834.0,0.502,0.5,184.0,257.0,0.716,169.0,509.0,678.0,203.0,50.0,146.0,122.0,119.0,1022.0,Allen Iverson
222,2011-12,35.0,SAS,NBA,C,58.0,58.0,1634.0,361.0,733.0,0.49200000000000005,0.0,4.0,0.0,361.0,729.0,0.495,0.49200000000000005,173.0,249.0,0.695,110.0,410.0,520.0,132.0,38.0,88.0,97.0,98.0,895.0,Allen Iverson
223,2012-13,36.0,SAS,NBA,C,69.0,69.0,2078.0,490.0,976.0,0.502,2.0,7.0,0.28600000000000003,488.0,969.0,0.504,0.503,245.0,300.0,0.8170000000000001,124.0,562.0,686.0,184.0,50.0,183.0,147.0,117.0,1227.0,Allen Iverson
224,2013-14,37.0,SAS,NBA,C,74.0,74.0,2158.0,444.0,906.0,0.49,0.0,5.0,0.0,444.0,901.0,0.493,0.49,231.0,316.0,0.731,158.0,563.0,721.0,220.0,43.0,139.0,159.0,134.0,1119.0,Allen Iverson
225,2014-15,38.0,SAS,NBA,C,77.0,77.0,2227.0,419.0,819.0,0.512,2.0,7.0,0.28600000000000003,417.0,812.0,0.514,0.513,230.0,311.0,0.74,170.0,534.0,704.0,230.0,63.0,151.0,131.0,165.0,1070.0,Allen Iverson
226,2015-16,39.0,SAS,NBA,C,61.0,60.0,1536.0,215.0,441.0,0.488,0.0,2.0,0.0,215.0,439.0,0.49,0.488,92.0,131.0,0.7020000000000001,115.0,332.0,447.0,163.0,47.0,78.0,90.0,125.0,522.0,Allen Iverson
227,Career,,,NBA,,1392.0,1389.0,47368.0,10285.0,20334.0,0.506,30.0,168.0,0.179,10255.0,20166.0,0.509,0.507,5896.0,8468.0,0.696,3859.0,11232.0,15091.0,4225.0,1025.0,3020.0,3381.0,3304.0,26496.0,Allen Iverson
228,1996-97,21.0,PHI,NBA,PG,76.0,74.0,3045.0,625.0,1504.0,0.41600000000000004,155.0,455.0,0.341,470.0,1049.0,0.44799999999999995,0.467,382.0,544.0,0.7020000000000001,115.0,197.0,312.0,567.0,157.0,24.0,337.0,233.0,1787.0,Shaquille O'Neal
229,1997-98,22.0,PHI,NBA,PG,80.0,80.0,3150.0,649.0,1407.0,0.461,70.0,235.0,0.298,579.0,1172.0,0.494,0.486,390.0,535.0,0.7290000000000001,86.0,210.0,296.0,494.0,176.0,25.0,244.0,200.0,1758.0,Shaquille O'Neal
230,1998-99,23.0,PHI,NBA,SG,48.0,48.0,1990.0,435.0,1056.0,0.41200000000000003,58.0,199.0,0.29100000000000004,377.0,857.0,0.44,0.439,356.0,474.0,0.7509999999999999,66.0,170.0,236.0,223.0,110.0,7.0,167.0,98.0,1284.0,Shaquille O'Neal
231,1999-00,24.0,PHI,NBA,SG,70.0,70.0,2853.0,729.0,1733.0,0.42100000000000004,89.0,261.0,0.341,640.0,1472.0,0.435,0.446,442.0,620.0,0.713,71.0,196.0,267.0,328.0,144.0,5.0,230.0,162.0,1989.0,Shaquille O'Neal
232,2000-01,25.0,PHI,NBA,SG,71.0,71.0,2979.0,762.0,1813.0,0.42,98.0,306.0,0.32,664.0,1507.0,0.441,0.447,585.0,719.0,0.8140000000000001,50.0,223.0,273.0,325.0,178.0,20.0,237.0,147.0,2207.0,Shaquille O'Neal
233,2001-02,26.0,PHI,NBA,SG,60.0,59.0,2622.0,665.0,1669.0,0.39799999999999996,78.0,268.0,0.29100000000000004,587.0,1401.0,0.419,0.42200000000000004,475.0,585.0,0.812,44.0,225.0,269.0,331.0,168.0,13.0,237.0,102.0,1883.0,Shaquille O'Neal
234,2002-03,27.0,PHI,NBA,SG,82.0,82.0,3485.0,804.0,1940.0,0.414,84.0,303.0,0.27699999999999997,720.0,1637.0,0.44,0.436,570.0,736.0,0.774,68.0,276.0,344.0,454.0,225.0,13.0,286.0,149.0,2262.0,Shaquille O'Neal
235,2003-04,28.0,PHI,NBA,SG,48.0,47.0,2040.0,435.0,1125.0,0.387,57.0,199.0,0.28600000000000003,378.0,926.0,0.408,0.41200000000000003,339.0,455.0,0.745,34.0,144.0,178.0,324.0,115.0,5.0,209.0,87.0,1266.0,Shaquille O'Neal
236,2004-05,29.0,PHI,NBA,PG,75.0,75.0,3174.0,771.0,1818.0,0.424,104.0,338.0,0.308,667.0,1480.0,0.451,0.45299999999999996,656.0,786.0,0.835,51.0,248.0,299.0,596.0,180.0,9.0,344.0,140.0,2302.0,Shaquille O'Neal
237,2005-06,30.0,PHI,NBA,PG,72.0,72.0,3103.0,815.0,1822.0,0.447,72.0,223.0,0.32299999999999995,743.0,1599.0,0.465,0.467,675.0,829.0,0.8140000000000001,44.0,188.0,232.0,532.0,140.0,10.0,248.0,121.0,2377.0,Shaquille O'Neal
238,2006-07,31.0,TOT,NBA,SG-PG,65.0,64.0,2761.0,581.0,1313.0,0.442,62.0,197.0,0.315,519.0,1116.0,0.465,0.466,485.0,610.0,0.795,23.0,170.0,193.0,468.0,123.0,13.0,268.0,95.0,1709.0,Shaquille O'Neal
239,2006-07,31.0,PHI,NBA,PG,15.0,15.0,640.0,151.0,366.0,0.413,12.0,53.0,0.226,139.0,313.0,0.444,0.429,154.0,174.0,0.885,7.0,34.0,41.0,109.0,33.0,1.0,66.0,21.0,468.0,Shaquille O'Neal
240,2006-07,31.0,DEN,NBA,SG,50.0,49.0,2121.0,430.0,947.0,0.45399999999999996,50.0,144.0,0.34700000000000003,380.0,803.0,0.473,0.48,331.0,436.0,0.759,16.0,136.0,152.0,359.0,90.0,12.0,202.0,74.0,1241.0,Shaquille O'Neal
241,2007-08,32.0,DEN,NBA,SG,82.0,82.0,3424.0,712.0,1556.0,0.45799999999999996,95.0,275.0,0.345,617.0,1281.0,0.48200000000000004,0.488,645.0,797.0,0.809,47.0,196.0,243.0,586.0,160.0,12.0,245.0,109.0,2164.0,Shaquille O'Neal
242,2008-09,33.0,TOT,NBA,PG-SG,57.0,53.0,2093.0,348.0,834.0,0.41700000000000004,28.0,99.0,0.28300000000000003,320.0,735.0,0.435,0.434,271.0,347.0,0.7809999999999999,30.0,143.0,173.0,283.0,88.0,6.0,146.0,86.0,995.0,Shaquille O'Neal
243,2008-09,33.0,DEN,NBA,SG,3.0,3.0,123.0,18.0,40.0,0.45,2.0,8.0,0.25,16.0,32.0,0.5,0.475,18.0,25.0,0.72,3.0,5.0,8.0,20.0,3.0,1.0,10.0,3.0,56.0,Shaquille O'Neal
244,2008-09,33.0,DET,NBA,PG,54.0,50.0,1970.0,330.0,794.0,0.41600000000000004,26.0,91.0,0.28600000000000003,304.0,703.0,0.43200000000000005,0.43200000000000005,253.0,322.0,0.7859999999999999,27.0,138.0,165.0,263.0,85.0,5.0,136.0,83.0,939.0,Shaquille O'Neal
245,2009-10,34.0,TOT,NBA,SG-PG,28.0,24.0,865.0,136.0,316.0,0.43,9.0,25.0,0.36,127.0,291.0,0.436,0.445,104.0,131.0,0.794,16.0,63.0,79.0,113.0,19.0,2.0,64.0,48.0,385.0,Shaquille O'Neal
246,2009-10,34.0,MEM,NBA,PG,3.0,0.0,67.0,15.0,26.0,0.5770000000000001,1.0,1.0,1.0,14.0,25.0,0.56,0.596,6.0,12.0,0.5,1.0,3.0,4.0,11.0,1.0,0.0,7.0,5.0,37.0,Shaquille O'Neal
247,2009-10,34.0,PHI,NBA,SG,25.0,24.0,798.0,121.0,290.0,0.41700000000000004,8.0,24.0,0.33299999999999996,113.0,266.0,0.425,0.431,98.0,119.0,0.8240000000000001,15.0,60.0,75.0,102.0,18.0,2.0,57.0,43.0,348.0,Shaquille O'Neal
248,Career,,,NBA,,914.0,901.0,37584.0,8467.0,19906.0,0.425,1059.0,3383.0,0.313,7408.0,16523.0,0.44799999999999995,0.452,6375.0,8168.0,0.78,745.0,2649.0,3394.0,5624.0,1983.0,164.0,3262.0,1777.0,24368.0,Shaquille O'Neal
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaquille O'Neal
250,12 seasons,,PHI,NBA,,722.0,717.0,29879.0,6962.0,16543.0,0.42100000000000004,885.0,2864.0,0.309,6077.0,13679.0,0.444,0.44799999999999995,5122.0,6576.0,0.779,651.0,2171.0,2822.0,4385.0,1644.0,134.0,2662.0,1503.0,19931.0,Shaquille O'Neal
251,3 seasons,,DEN,NBA,,135.0,134.0,5668.0,1160.0,2543.0,0.456,147.0,427.0,0.344,1013.0,2116.0,0.479,0.485,994.0,1258.0,0.79,66.0,337.0,403.0,965.0,253.0,25.0,457.0,186.0,3461.0,Shaquille O'Neal
252,1 season,,DET,NBA,,54.0,50.0,1970.0,330.0,794.0,0.41600000000000004,26.0,91.0,0.28600000000000003,304.0,703.0,0.43200000000000005,0.43200000000000005,253.0,322.0,0.7859999999999999,27.0,138.0,165.0,263.0,85.0,5.0,136.0,83.0,939.0,Shaquille O'Neal
253,1 season,,MEM,NBA,,3.0,0.0,67.0,15.0,26.0,0.5770000000000001,1.0,1.0,1.0,14.0,25.0,0.56,0.596,6.0,12.0,0.5,1.0,3.0,4.0,11.0,1.0,0.0,7.0,5.0,37.0,Shaquille O'Neal
254,1992-93,20.0,ORL,NBA,C,81.0,81.0,3071.0,733.0,1304.0,0.562,0.0,2.0,0.0,733.0,1302.0,0.563,0.562,427.0,721.0,0.5920000000000001,342.0,780.0,1122.0,152.0,60.0,286.0,307.0,321.0,1893.0,Karl Malone
255,1993-94,21.0,ORL,NBA,C,81.0,81.0,3224.0,953.0,1591.0,0.599,0.0,2.0,0.0,953.0,1589.0,0.6,0.599,471.0,850.0,0.5539999999999999,384.0,688.0,1072.0,195.0,76.0,231.0,222.0,281.0,2377.0,Karl Malone
256,1994-95,22.0,ORL,NBA,C,79.0,79.0,2923.0,930.0,1594.0,0.583,0.0,5.0,0.0,930.0,1589.0,0.585,0.583,455.0,854.0,0.5329999999999999,328.0,573.0,901.0,214.0,73.0,192.0,204.0,258.0,2315.0,Karl Malone
257,1995-96,23.0,ORL,NBA,C,54.0,52.0,1946.0,592.0,1033.0,0.573,1.0,2.0,0.5,591.0,1031.0,0.573,0.574,249.0,511.0,0.48700000000000004,182.0,414.0,596.0,155.0,34.0,115.0,155.0,193.0,1434.0,Karl Malone
258,1996-97,24.0,LAL,NBA,C,51.0,51.0,1941.0,552.0,991.0,0.557,0.0,4.0,0.0,552.0,987.0,0.5589999999999999,0.557,232.0,479.0,0.484,195.0,445.0,640.0,159.0,46.0,147.0,146.0,180.0,1336.0,Karl Malone
259,1997-98,25.0,LAL,NBA,C,60.0,57.0,2175.0,670.0,1147.0,0.584,0.0,0.0,,670.0,1147.0,0.584,0.584,359.0,681.0,0.527,208.0,473.0,681.0,142.0,39.0,144.0,175.0,193.0,1699.0,Karl Malone
260,1998-99,26.0,LAL,NBA,C,49.0,49.0,1705.0,510.0,885.0,0.5760000000000001,0.0,1.0,0.0,510.0,884.0,0.5770000000000001,0.5760000000000001,269.0,498.0,0.54,187.0,338.0,525.0,114.0,36.0,82.0,122.0,155.0,1289.0,Karl Malone
261,1999-00,27.0,LAL,NBA,C,79.0,79.0,3163.0,956.0,1665.0,0.574,0.0,1.0,0.0,956.0,1664.0,0.575,0.574,432.0,824.0,0.524,336.0,742.0,1078.0,299.0,36.0,239.0,223.0,255.0,2344.0,Karl Malone
262,2000-01,28.0,LAL,NBA,C,74.0,74.0,2924.0,813.0,1422.0,0.5720000000000001,0.0,2.0,0.0,813.0,1420.0,0.573,0.5720000000000001,499.0,972.0,0.513,291.0,649.0,940.0,277.0,47.0,204.0,218.0,256.0,2125.0,Karl Malone
263,2001-02,29.0,LAL,NBA,C,67.0,66.0,2422.0,712.0,1229.0,0.579,0.0,1.0,0.0,712.0,1228.0,0.58,0.579,398.0,717.0,0.555,235.0,480.0,715.0,200.0,41.0,137.0,171.0,199.0,1822.0,Karl Malone
264,2002-03,30.0,LAL,NBA,C,67.0,66.0,2535.0,695.0,1211.0,0.574,0.0,0.0,,695.0,1211.0,0.574,0.574,451.0,725.0,0.622,259.0,483.0,742.0,206.0,38.0,159.0,196.0,229.0,1841.0,Karl Malone
265,2003-04,31.0,LAL,NBA,C,67.0,67.0,2464.0,554.0,948.0,0.584,0.0,0.0,,554.0,948.0,0.584,0.584,331.0,676.0,0.49,246.0,523.0,769.0,196.0,34.0,166.0,195.0,225.0,1439.0,Karl Malone
266,2004-05,32.0,MIA,NBA,C,73.0,73.0,2492.0,658.0,1095.0,0.601,0.0,0.0,,658.0,1095.0,0.601,0.601,353.0,765.0,0.461,253.0,507.0,760.0,200.0,36.0,171.0,203.0,262.0,1669.0,Karl Malone
267,2005-06,33.0,MIA,NBA,C,59.0,58.0,1806.0,480.0,800.0,0.6,0.0,0.0,,480.0,800.0,0.6,0.6,221.0,471.0,0.469,172.0,369.0,541.0,113.0,23.0,104.0,168.0,230.0,1181.0,Karl Malone
268,2006-07,34.0,MIA,NBA,C,40.0,39.0,1135.0,283.0,479.0,0.591,0.0,0.0,,283.0,479.0,0.591,0.591,124.0,294.0,0.42200000000000004,97.0,200.0,297.0,79.0,8.0,55.0,95.0,139.0,690.0,Karl Malone
269,2007-08,35.0,TOT,NBA,C,61.0,61.0,1748.0,331.0,558.0,0.593,0.0,0.0,,331.0,558.0,0.593,0.593,170.0,338.0,0.503,166.0,388.0,554.0,93.0,32.0,88.0,181.0,228.0,832.0,Karl Malone
270,2007-08,35.0,MIA,NBA,C,33.0,33.0,945.0,191.0,329.0,0.581,0.0,0.0,,191.0,329.0,0.581,0.581,88.0,178.0,0.494,99.0,159.0,258.0,45.0,19.0,54.0,98.0,134.0,470.0,Karl Malone
271,2007-08,35.0,PHO,NBA,C,28.0,28.0,803.0,140.0,229.0,0.611,0.0,0.0,,140.0,229.0,0.611,0.611,82.0,160.0,0.513,67.0,229.0,296.0,48.0,13.0,34.0,83.0,94.0,362.0,Karl Malone
272,2008-09,36.0,PHO,NBA,C,75.0,75.0,2252.0,512.0,841.0,0.609,0.0,1.0,0.0,512.0,840.0,0.61,0.609,309.0,519.0,0.595,187.0,446.0,633.0,126.0,49.0,108.0,168.0,253.0,1333.0,Karl Malone
273,2009-10,37.0,CLE,NBA,C,53.0,53.0,1240.0,262.0,463.0,0.5660000000000001,0.0,1.0,0.0,262.0,462.0,0.5670000000000001,0.5660000000000001,112.0,226.0,0.496,93.0,262.0,355.0,80.0,15.0,62.0,105.0,169.0,636.0,Karl Malone
274,2010-11,38.0,BOS,NBA,C,37.0,36.0,752.0,134.0,201.0,0.667,0.0,0.0,,134.0,201.0,0.667,0.667,73.0,131.0,0.557,48.0,130.0,178.0,26.0,16.0,42.0,56.0,120.0,341.0,Karl Malone
275,Career,,,NBA,,1207.0,1197.0,41918.0,11330.0,19457.0,0.5820000000000001,1.0,22.0,0.045,11329.0,19435.0,0.583,0.5820000000000001,5935.0,11252.0,0.527,4209.0,8890.0,13099.0,3026.0,739.0,2732.0,3310.0,4146.0,28596.0,Karl Malone
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Malone
277,8 seasons,,LAL,NBA,,514.0,509.0,19329.0,5462.0,9498.0,0.575,0.0,9.0,0.0,5462.0,9489.0,0.5760000000000001,0.575,2971.0,5572.0,0.5329999999999999,1957.0,4133.0,6090.0,1593.0,317.0,1278.0,1446.0,1692.0,13895.0,Karl Malone
278,4 seasons,,ORL,NBA,,295.0,293.0,11164.0,3208.0,5522.0,0.581,1.0,11.0,0.091,3207.0,5511.0,0.5820000000000001,0.581,1602.0,2936.0,0.546,1236.0,2455.0,3691.0,716.0,243.0,824.0,888.0,1053.0,8019.0,Karl Malone
279,4 seasons,,MIA,NBA,,205.0,203.0,6378.0,1612.0,2703.0,0.596,0.0,0.0,,1612.0,2703.0,0.596,0.596,786.0,1708.0,0.46,621.0,1235.0,1856.0,437.0,86.0,384.0,564.0,765.0,4010.0,Karl Malone
280,2 seasons,,PHO,NBA,,103.0,103.0,3055.0,652.0,1070.0,0.609,0.0,1.0,0.0,652.0,1069.0,0.61,0.609,391.0,679.0,0.5760000000000001,254.0,675.0,929.0,174.0,62.0,142.0,251.0,347.0,1695.0,Karl Malone
281,1 season,,CLE,NBA,,53.0,53.0,1240.0,262.0,463.0,0.5660000000000001,0.0,1.0,0.0,262.0,462.0,0.5670000000000001,0.5660000000000001,112.0,226.0,0.496,93.0,262.0,355.0,80.0,15.0,62.0,105.0,169.0,636.0,Karl Malone
282,1 season,,BOS,NBA,,37.0,36.0,752.0,134.0,201.0,0.667,0.0,0.0,,134.0,201.0,0.667,0.667,73.0,131.0,0.557,48.0,130.0,178.0,26.0,16.0,42.0,56.0,120.0,341.0,Karl Malone
283,1985-86,22.0,UTA,NBA,PF,81.0,76.0,2475.0,504.0,1016.0,0.496,0.0,2.0,0.0,504.0,1014.0,0.49700000000000005,0.496,195.0,405.0,0.48100000000000004,174.0,544.0,718.0,236.0,105.0,44.0,279.0,295.0,1203.0,Michael Jordan
284,1986-87,23.0,UTA,NBA,PF,82.0,82.0,2857.0,728.0,1422.0,0.512,0.0,7.0,0.0,728.0,1415.0,0.514,0.512,323.0,540.0,0.598,278.0,577.0,855.0,158.0,104.0,60.0,237.0,323.0,1779.0,Michael Jordan
285,1987-88,24.0,UTA,NBA,PF,82.0,82.0,3198.0,858.0,1650.0,0.52,0.0,5.0,0.0,858.0,1645.0,0.522,0.52,552.0,789.0,0.7,277.0,709.0,986.0,199.0,117.0,50.0,325.0,296.0,2268.0,Michael Jordan
