,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player
286,1988-89,25.0,UTA,NBA,PF,80.0,80.0,3126.0,809.0,1559.0,0.519,5.0,16.0,0.313,804.0,1543.0,0.521,0.521,703.0,918.0,0.7659999999999999,259.0,594.0,853.0,219.0,144.0,70.0,285.0,286.0,2326.0,Michael Jordan
287,1989-90,26.0,UTA,NBA,PF,82.0,82.0,3122.0,914.0,1627.0,0.562,16.0,43.0,0.37200000000000005,898.0,1584.0,0.5670000000000001,0.5670000000000001,696.0,913.0,0.762,232.0,679.0,911.0,226.0,121.0,50.0,304.0,259.0,2540.0,Michael Jordan
288,1990-91,27.0,UTA,NBA,PF,82.0,82.0,3302.0,847.0,1608.0,0.527,4.0,14.0,0.28600000000000003,843.0,1594.0,0.529,0.528,684.0,888.0,0.77,236.0,731.0,967.0,270.0,89.0,79.0,244.0,268.0,2382.0,Michael Jordan
289,1991-92,28.0,UTA,NBA,PF,81.0,81.0,3054.0,798.0,1516.0,0.526,3.0,17.0,0.17600000000000002,795.0,1499.0,0.53,0.527,673.0,865.0,0.778,225.0,684.0,909.0,241.0,108.0,51.0,248.0,226.0,2272.0,Michael Jordan
290,1992-93,29.0,UTA,NBA,PF,82.0,82.0,3099.0,797.0,1443.0,0.552,4.0,20.0,0.2,793.0,1423.0,0.557,0.5539999999999999,619.0,836.0,0.74,227.0,692.0,919.0,308.0,124.0,85.0,240.0,261.0,2217.0,Michael Jordan
291,1993-94,30.0,UTA,NBA,PF,82.0,82.0,3329.0,772.0,1552.0,0.49700000000000005,8.0,32.0,0.25,764.0,1520.0,0.503,0.5,511.0,736.0,0.6940000000000001,235.0,705.0,940.0,328.0,125.0,126.0,234.0,268.0,2063.0,Michael Jordan
292,1994-95,31.0,UTA,NBA,PF,82.0,82.0,3126.0,830.0,1548.0,0.536,11.0,41.0,0.268,819.0,1507.0,0.5429999999999999,0.54,516.0,695.0,0.742,156.0,715.0,871.0,285.0,129.0,85.0,236.0,269.0,2187.0,Michael Jordan
293,1995-96,32.0,UTA,NBA,PF,82.0,82.0,3113.0,789.0,1520.0,0.519,16.0,40.0,0.4,773.0,1480.0,0.522,0.524,512.0,708.0,0.723,175.0,629.0,804.0,345.0,138.0,56.0,199.0,245.0,2106.0,Michael Jordan
294,1996-97,33.0,UTA,NBA,PF,82.0,82.0,2998.0,864.0,1571.0,0.55,0.0,13.0,0.0,864.0,1558.0,0.555,0.55,521.0,690.0,0.755,193.0,616.0,809.0,368.0,113.0,48.0,233.0,217.0,2249.0,Michael Jordan
295,1997-98,34.0,UTA,NBA,PF,81.0,81.0,3030.0,780.0,1472.0,0.53,2.0,6.0,0.33299999999999996,778.0,1466.0,0.531,0.531,628.0,825.0,0.7609999999999999,189.0,645.0,834.0,316.0,96.0,70.0,247.0,237.0,2190.0,Michael Jordan
296,1998-99,35.0,UTA,NBA,PF,49.0,49.0,1832.0,393.0,797.0,0.493,0.0,1.0,0.0,393.0,796.0,0.494,0.493,378.0,480.0,0.7879999999999999,107.0,356.0,463.0,201.0,62.0,28.0,162.0,134.0,1164.0,Michael Jordan
297,1999-00,36.0,UTA,NBA,PF,82.0,82.0,2947.0,752.0,1476.0,0.509,2.0,8.0,0.25,750.0,1468.0,0.511,0.51,589.0,739.0,0.797,169.0,610.0,779.0,304.0,79.0,71.0,231.0,229.0,2095.0,Michael Jordan
298,2000-01,37.0,UTA,NBA,PF,81.0,81.0,2895.0,670.0,1345.0,0.498,2.0,5.0,0.4,668.0,1340.0,0.499,0.499,536.0,676.0,0.7929999999999999,114.0,555.0,669.0,361.0,93.0,62.0,244.0,216.0,1878.0,Michael Jordan
299,2001-02,38.0,UTA,NBA,PF,80.0,80.0,3040.0,635.0,1399.0,0.45399999999999996,9.0,25.0,0.36,626.0,1374.0,0.456,0.457,509.0,639.0,0.797,142.0,544.0,686.0,341.0,152.0,59.0,263.0,229.0,1788.0,Michael Jordan
300,2002-03,39.0,UTA,NBA,PF,81.0,81.0,2936.0,595.0,1289.0,0.462,3.0,14.0,0.214,592.0,1275.0,0.46399999999999997,0.46299999999999997,474.0,621.0,0.763,113.0,515.0,628.0,379.0,136.0,31.0,210.0,204.0,1667.0,Michael Jordan
301,2003-04,40.0,LAL,NBA,PF,42.0,42.0,1373.0,193.0,400.0,0.483,0.0,1.0,0.0,193.0,399.0,0.484,0.483,168.0,225.0,0.747,61.0,306.0,367.0,163.0,50.0,20.0,103.0,116.0,554.0,Michael Jordan
302,Career,,,NBA,,1476.0,1471.0,54852.0,13528.0,26210.0,0.516,85.0,310.0,0.27399999999999997,13443.0,25900.0,0.519,0.518,9787.0,13188.0,0.742,3562.0,11406.0,14968.0,5248.0,2085.0,1145.0,4524.0,4578.0,36928.0,Michael Jordan
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Jordan
304,18 seasons,,UTA,NBA,,1434.0,1429.0,53479.0,13335.0,25810.0,0.517,85.0,309.0,0.275,13250.0,25501.0,0.52,0.518,9619.0,12963.0,0.742,3501.0,11100.0,14601.0,5085.0,2035.0,1125.0,4421.0,4462.0,36374.0,Michael Jordan
305,1 season,,LAL,NBA,,42.0,42.0,1373.0,193.0,400.0,0.483,0.0,1.0,0.0,193.0,399.0,0.484,0.483,168.0,225.0,0.747,61.0,306.0,367.0,163.0,50.0,20.0,103.0,116.0,554.0,Michael Jordan
306,1984-85,21.0,CHI,NBA,SG,82.0,82.0,3144.0,837.0,1625.0,0.515,9.0,52.0,0.17300000000000001,828.0,1573.0,0.526,0.518,630.0,746.0,0.845,167.0,367.0,534.0,481.0,196.0,69.0,291.0,285.0,2313.0,David Robinson
307,1985-86,22.0,CHI,NBA,SG,18.0,7.0,451.0,150.0,328.0,0.457,3.0,18.0,0.16699999999999998,147.0,310.0,0.474,0.462,105.0,125.0,0.84,23.0,41.0,64.0,53.0,37.0,21.0,45.0,46.0,408.0,David Robinson
308,1986-87,23.0,CHI,NBA,SG,82.0,82.0,3281.0,1098.0,2279.0,0.48200000000000004,12.0,66.0,0.182,1086.0,2213.0,0.491,0.484,833.0,972.0,0.857,166.0,264.0,430.0,377.0,236.0,125.0,272.0,237.0,3041.0,David Robinson
309,1987-88,24.0,CHI,NBA,SG,82.0,82.0,3311.0,1069.0,1998.0,0.535,7.0,53.0,0.132,1062.0,1945.0,0.546,0.537,723.0,860.0,0.841,139.0,310.0,449.0,485.0,259.0,131.0,252.0,270.0,2868.0,David Robinson
310,1988-89,25.0,CHI,NBA,SG,81.0,81.0,3255.0,966.0,1795.0,0.5379999999999999,27.0,98.0,0.276,939.0,1697.0,0.5529999999999999,0.546,674.0,793.0,0.85,149.0,503.0,652.0,650.0,234.0,65.0,290.0,247.0,2633.0,David Robinson
311,1989-90,26.0,CHI,NBA,SG,82.0,82.0,3197.0,1034.0,1964.0,0.526,92.0,245.0,0.376,942.0,1719.0,0.5479999999999999,0.55,593.0,699.0,0.848,143.0,422.0,565.0,519.0,227.0,54.0,247.0,241.0,2753.0,David Robinson
312,1990-91,27.0,CHI,NBA,SG,82.0,82.0,3034.0,990.0,1837.0,0.539,29.0,93.0,0.312,961.0,1744.0,0.551,0.547,571.0,671.0,0.851,118.0,374.0,492.0,453.0,223.0,83.0,202.0,229.0,2580.0,David Robinson
313,1991-92,28.0,CHI,NBA,SG,80.0,80.0,3102.0,943.0,1818.0,0.519,27.0,100.0,0.27,916.0,1718.0,0.5329999999999999,0.526,491.0,590.0,0.8320000000000001,91.0,420.0,511.0,489.0,182.0,75.0,200.0,201.0,2404.0,David Robinson
314,1992-93,29.0,CHI,NBA,SG,78.0,78.0,3067.0,992.0,2003.0,0.495,81.0,230.0,0.35200000000000004,911.0,1773.0,0.514,0.515,476.0,569.0,0.8370000000000001,135.0,387.0,522.0,428.0,221.0,61.0,207.0,188.0,2541.0,David Robinson
315,1994-95,31.0,CHI,NBA,SG,17.0,17.0,668.0,166.0,404.0,0.41100000000000003,16.0,32.0,0.5,150.0,372.0,0.40299999999999997,0.431,109.0,136.0,0.8009999999999999,25.0,92.0,117.0,90.0,30.0,13.0,35.0,47.0,457.0,David Robinson
316,1995-96,32.0,CHI,NBA,SG,82.0,82.0,3090.0,916.0,1850.0,0.495,111.0,260.0,0.42700000000000005,805.0,1590.0,0.506,0.525,548.0,657.0,0.8340000000000001,148.0,395.0,543.0,352.0,180.0,42.0,197.0,195.0,2491.0,David Robinson
317,1996-97,33.0,CHI,NBA,SG,82.0,82.0,3106.0,920.0,1892.0,0.486,111.0,297.0,0.374,809.0,1595.0,0.507,0.516,480.0,576.0,0.833,113.0,369.0,482.0,352.0,140.0,44.0,166.0,156.0,2431.0,David Robinson
318,1997-98,34.0,CHI,NBA,SG,82.0,82.0,3181.0,881.0,1893.0,0.465,30.0,126.0,0.23800000000000002,851.0,1767.0,0.48200000000000004,0.473,565.0,721.0,0.784,130.0,345.0,475.0,283.0,141.0,45.0,185.0,151.0,2357.0,David Robinson
319,2001-02,38.0,WAS,NBA,SF,60.0,53.0,2093.0,551.0,1324.0,0.41600000000000004,10.0,53.0,0.18899999999999997,541.0,1271.0,0.426,0.42,263.0,333.0,0.79,50.0,289.0,339.0,310.0,85.0,26.0,162.0,119.0,1375.0,David Robinson
320,2002-03,39.0,WAS,NBA,SF,82.0,67.0,3031.0,679.0,1527.0,0.445,16.0,55.0,0.29100000000000004,663.0,1472.0,0.45,0.45,266.0,324.0,0.821,71.0,426.0,497.0,311.0,123.0,39.0,173.0,171.0,1640.0,David Robinson
321,Career,,,NBA,,1072.0,1039.0,41011.0,12192.0,24537.0,0.49700000000000005,581.0,1778.0,0.327,11611.0,22759.0,0.51,0.509,7327.0,8772.0,0.835,1668.0,5004.0,6672.0,5633.0,2514.0,893.0,2924.0,2783.0,32292.0,David Robinson
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Robinson
323,13 seasons,,CHI,NBA,,930.0,919.0,35887.0,10962.0,21686.0,0.505,555.0,1670.0,0.332,10407.0,20016.0,0.52,0.518,6798.0,8115.0,0.838,1547.0,4289.0,5836.0,5012.0,2306.0,828.0,2589.0,2493.0,29277.0,David Robinson
324,2 seasons,,WAS,NBA,,142.0,120.0,5124.0,1230.0,2851.0,0.431,26.0,108.0,0.24100000000000002,1204.0,2743.0,0.439,0.436,529.0,657.0,0.805,121.0,715.0,836.0,621.0,208.0,65.0,335.0,290.0,3015.0,David Robinson
325,1989-90,24.0,SAS,NBA,C,82.0,81.0,3002.0,690.0,1300.0,0.531,0.0,2.0,0.0,690.0,1298.0,0.532,0.531,613.0,837.0,0.732,303.0,680.0,983.0,164.0,138.0,319.0,257.0,259.0,1993.0,Hakeem Olajuwon
326,1990-91,25.0,SAS,NBA,C,82.0,81.0,3095.0,754.0,1366.0,0.552,1.0,7.0,0.14300000000000002,753.0,1359.0,0.5539999999999999,0.552,592.0,777.0,0.762,335.0,728.0,1063.0,208.0,127.0,320.0,270.0,264.0,2101.0,Hakeem Olajuwon
327,1991-92,26.0,SAS,NBA,C,68.0,68.0,2564.0,592.0,1074.0,0.551,1.0,8.0,0.125,591.0,1066.0,0.5539999999999999,0.552,393.0,561.0,0.701,261.0,568.0,829.0,181.0,158.0,305.0,182.0,219.0,1578.0,Hakeem Olajuwon
328,1992-93,27.0,SAS,NBA,C,82.0,82.0,3211.0,676.0,1348.0,0.501,3.0,17.0,0.17600000000000002,673.0,1331.0,0.506,0.503,561.0,766.0,0.732,229.0,727.0,956.0,301.0,127.0,264.0,241.0,239.0,1916.0,Hakeem Olajuwon
329,1993-94,28.0,SAS,NBA,C,80.0,80.0,3241.0,840.0,1658.0,0.507,10.0,29.0,0.345,830.0,1629.0,0.51,0.51,693.0,925.0,0.7490000000000001,241.0,614.0,855.0,381.0,139.0,265.0,253.0,228.0,2383.0,Hakeem Olajuwon
330,1994-95,29.0,SAS,NBA,C,81.0,81.0,3074.0,788.0,1487.0,0.53,6.0,20.0,0.3,782.0,1467.0,0.5329999999999999,0.532,656.0,847.0,0.774,234.0,643.0,877.0,236.0,134.0,262.0,233.0,230.0,2238.0,Hakeem Olajuwon
331,1995-96,30.0,SAS,NBA,C,82.0,82.0,3019.0,711.0,1378.0,0.516,3.0,9.0,0.33299999999999996,708.0,1369.0,0.517,0.517,626.0,823.0,0.7609999999999999,319.0,681.0,1000.0,247.0,111.0,271.0,190.0,262.0,2051.0,Hakeem Olajuwon
332,1996-97,31.0,SAS,NBA,C,6.0,6.0,147.0,36.0,72.0,0.5,0.0,0.0,,36.0,72.0,0.5,0.5,34.0,52.0,0.654,19.0,32.0,51.0,8.0,6.0,6.0,8.0,9.0,106.0,Hakeem Olajuwon
333,1997-98,32.0,SAS,NBA,C,73.0,73.0,2457.0,544.0,1065.0,0.511,1.0,4.0,0.25,543.0,1061.0,0.512,0.511,485.0,660.0,0.735,239.0,536.0,775.0,199.0,64.0,192.0,202.0,204.0,1574.0,Hakeem Olajuwon
334,1998-99,33.0,SAS,NBA,C,49.0,49.0,1554.0,268.0,527.0,0.509,0.0,1.0,0.0,268.0,526.0,0.51,0.509,239.0,363.0,0.6579999999999999,148.0,344.0,492.0,103.0,69.0,119.0,108.0,143.0,775.0,Hakeem Olajuwon
335,1999-00,34.0,SAS,NBA,C,80.0,80.0,2557.0,528.0,1031.0,0.512,0.0,2.0,0.0,528.0,1029.0,0.513,0.512,371.0,511.0,0.726,193.0,577.0,770.0,142.0,97.0,183.0,164.0,247.0,1427.0,Hakeem Olajuwon
336,2000-01,35.0,SAS,NBA,C,80.0,80.0,2371.0,400.0,823.0,0.486,0.0,1.0,0.0,400.0,822.0,0.48700000000000004,0.486,351.0,470.0,0.747,208.0,483.0,691.0,116.0,80.0,197.0,122.0,212.0,1151.0,Hakeem Olajuwon
337,2001-02,36.0,SAS,NBA,C,78.0,78.0,2303.0,341.0,672.0,0.507,0.0,0.0,,341.0,672.0,0.507,0.507,269.0,395.0,0.6809999999999999,191.0,456.0,647.0,94.0,86.0,140.0,104.0,193.0,951.0,Hakeem Olajuwon
338,2002-03,37.0,SAS,NBA,C,64.0,64.0,1676.0,197.0,420.0,0.469,0.0,0.0,,197.0,420.0,0.469,0.469,152.0,214.0,0.71,163.0,345.0,508.0,61.0,52.0,111.0,83.0,126.0,546.0,Hakeem Olajuwon
339,Career,,,NBA,,987.0,985.0,34271.0,7365.0,14221.0,0.518,25.0,100.0,0.25,7340.0,14121.0,0.52,0.519,6035.0,8201.0,0.736,3083.0,7414.0,10497.0,2441.0,1388.0,2954.0,2417.0,2835.0,20790.0,Hakeem Olajuwon
340,1984-85,22.0,HOU,NBA,C,82.0,82.0,2914.0,677.0,1258.0,0.5379999999999999,0.0,0.0,,677.0,1258.0,0.5379999999999999,0.5379999999999999,338.0,551.0,0.613,440.0,534.0,974.0,111.0,99.0,220.0,234.0,344.0,1692.0,Charles Barkley
341,1985-86,23.0,HOU,NBA,C,68.0,68.0,2467.0,625.0,1188.0,0.526,0.0,0.0,,625.0,1188.0,0.526,0.526,347.0,538.0,0.645,333.0,448.0,781.0,137.0,134.0,231.0,195.0,271.0,1597.0,Charles Barkley
342,1986-87,24.0,HOU,NBA,C,75.0,75.0,2760.0,677.0,1332.0,0.508,1.0,5.0,0.2,676.0,1327.0,0.509,0.509,400.0,570.0,0.7020000000000001,315.0,543.0,858.0,220.0,140.0,254.0,228.0,294.0,1755.0,Charles Barkley
343,1987-88,25.0,HOU,NBA,C,79.0,79.0,2825.0,712.0,1385.0,0.514,0.0,4.0,0.0,712.0,1381.0,0.516,0.514,381.0,548.0,0.695,302.0,657.0,959.0,163.0,162.0,214.0,243.0,324.0,1805.0,Charles Barkley
344,1988-89,26.0,HOU,NBA,C,82.0,82.0,3024.0,790.0,1556.0,0.508,0.0,10.0,0.0,790.0,1546.0,0.511,0.508,454.0,652.0,0.696,338.0,767.0,1105.0,149.0,213.0,282.0,275.0,329.0,2034.0,Charles Barkley
345,1989-90,27.0,HOU,NBA,C,82.0,82.0,3124.0,806.0,1609.0,0.501,1.0,6.0,0.16699999999999998,805.0,1603.0,0.502,0.501,382.0,536.0,0.713,299.0,850.0,1149.0,234.0,174.0,376.0,316.0,314.0,1995.0,Charles Barkley
346,1990-91,28.0,HOU,NBA,C,56.0,50.0,2062.0,487.0,959.0,0.508,0.0,4.0,0.0,487.0,955.0,0.51,0.508,213.0,277.0,0.769,219.0,551.0,770.0,131.0,121.0,221.0,174.0,221.0,1187.0,Charles Barkley
347,1991-92,29.0,HOU,NBA,C,70.0,69.0,2636.0,591.0,1177.0,0.502,0.0,1.0,0.0,591.0,1176.0,0.503,0.502,328.0,428.0,0.7659999999999999,246.0,599.0,845.0,157.0,127.0,304.0,187.0,263.0,1510.0,Charles Barkley
348,1992-93,30.0,HOU,NBA,C,82.0,82.0,3242.0,848.0,1603.0,0.529,0.0,8.0,0.0,848.0,1595.0,0.532,0.529,444.0,570.0,0.779,283.0,785.0,1068.0,291.0,150.0,342.0,262.0,305.0,2140.0,Charles Barkley
349,1993-94,31.0,HOU,NBA,C,80.0,80.0,3277.0,894.0,1694.0,0.528,8.0,19.0,0.42100000000000004,886.0,1675.0,0.529,0.53,388.0,542.0,0.716,229.0,726.0,955.0,287.0,128.0,297.0,271.0,289.0,2184.0,Charles Barkley
350,1994-95,32.0,HOU,NBA,C,72.0,72.0,2853.0,798.0,1545.0,0.517,3.0,16.0,0.188,795.0,1529.0,0.52,0.517,406.0,537.0,0.7559999999999999,172.0,603.0,775.0,255.0,133.0,242.0,237.0,250.0,2005.0,Charles Barkley
351,1995-96,33.0,HOU,NBA,C,72.0,72.0,2797.0,768.0,1494.0,0.514,3.0,14.0,0.214,765.0,1480.0,0.517,0.515,397.0,548.0,0.7240000000000001,176.0,608.0,784.0,257.0,113.0,207.0,247.0,242.0,1936.0,Charles Barkley
352,1996-97,34.0,HOU,NBA,C,78.0,78.0,2852.0,727.0,1426.0,0.51,5.0,16.0,0.313,722.0,1410.0,0.512,0.512,351.0,446.0,0.787,173.0,543.0,716.0,236.0,117.0,173.0,281.0,249.0,1810.0,Charles Barkley
353,1997-98,35.0,HOU,NBA,C,47.0,45.0,1633.0,306.0,633.0,0.483,0.0,3.0,0.0,306.0,630.0,0.486,0.483,160.0,212.0,0.755,116.0,344.0,460.0,143.0,84.0,96.0,126.0,152.0,772.0,Charles Barkley
354,1998-99,36.0,HOU,NBA,C,50.0,50.0,1784.0,373.0,725.0,0.514,4.0,13.0,0.308,369.0,712.0,0.518,0.517,195.0,272.0,0.7170000000000001,106.0,372.0,478.0,88.0,82.0,123.0,139.0,160.0,945.0,Charles Barkley
355,1999-00,37.0,HOU,NBA,C,44.0,28.0,1049.0,193.0,421.0,0.45799999999999996,0.0,2.0,0.0,193.0,419.0,0.461,0.45799999999999996,69.0,112.0,0.616,65.0,209.0,274.0,61.0,41.0,70.0,73.0,88.0,455.0,Charles Barkley
356,2000-01,38.0,HOU,NBA,C,58.0,55.0,1545.0,283.0,568.0,0.498,0.0,1.0,0.0,283.0,567.0,0.499,0.498,123.0,198.0,0.621,124.0,307.0,431.0,72.0,70.0,88.0,81.0,141.0,689.0,Charles Barkley
357,2001-02,39.0,TOR,NBA,C,61.0,37.0,1378.0,194.0,418.0,0.46399999999999997,0.0,2.0,0.0,194.0,416.0,0.466,0.46399999999999997,47.0,84.0,0.56,98.0,268.0,366.0,66.0,74.0,90.0,98.0,147.0,435.0,Charles Barkley
358,Career,,,NBA,,1238.0,1186.0,44222.0,10749.0,20991.0,0.512,25.0,124.0,0.20199999999999999,10724.0,20867.0,0.514,0.513,5423.0,7621.0,0.7120000000000001,4034.0,9714.0,13748.0,3058.0,2162.0,3830.0,3667.0,4383.0,26946.0,Charles Barkley
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Barkley
360,17 seasons,,HOU,NBA,,1177.0,1149.0,42844.0,10555.0,20573.0,0.513,25.0,122.0,0.205,10530.0,20451.0,0.515,0.514,5376.0,7537.0,0.713,3936.0,9446.0,13382.0,2992.0,2088.0,3740.0,3569.0,4236.0,26511.0,Charles Barkley
361,1 season,,TOR,NBA,,61.0,37.0,1378.0,194.0,418.0,0.46399999999999997,0.0,2.0,0.0,194.0,416.0,0.466,0.46399999999999997,47.0,84.0,0.56,98.0,268.0,366.0,66.0,74.0,90.0,98.0,147.0,435.0,Charles Barkley
362,1984-85,21.0,PHI,NBA,PF,82.0,60.0,2347.0,427.0,783.0,0.545,1.0,6.0,0.16699999999999998,426.0,777.0,0.5479999999999999,0.546,293.0,400.0,0.733,266.0,437.0,703.0,155.0,95.0,80.0,209.0,301.0,1148.0,Magic Johnson
363,1985-86,22.0,PHI,NBA,PF,80.0,80.0,2952.0,595.0,1041.0,0.5720000000000001,17.0,75.0,0.22699999999999998,578.0,966.0,0.598,0.58,396.0,578.0,0.685,354.0,672.0,1026.0,312.0,173.0,125.0,350.0,333.0,1603.0,Magic Johnson
364,1986-87,23.0,PHI,NBA,PF,68.0,62.0,2740.0,557.0,937.0,0.594,21.0,104.0,0.20199999999999999,536.0,833.0,0.643,0.606,429.0,564.0,0.7609999999999999,390.0,604.0,994.0,331.0,119.0,104.0,322.0,252.0,1564.0,Magic Johnson
365,1987-88,24.0,PHI,NBA,PF,80.0,80.0,3170.0,753.0,1283.0,0.5870000000000001,44.0,157.0,0.28,709.0,1126.0,0.63,0.604,714.0,951.0,0.7509999999999999,385.0,566.0,951.0,254.0,100.0,103.0,304.0,278.0,2264.0,Magic Johnson
366,1988-89,25.0,PHI,NBA,PF,79.0,79.0,3088.0,700.0,1208.0,0.579,35.0,162.0,0.21600000000000003,665.0,1046.0,0.636,0.594,602.0,799.0,0.753,403.0,583.0,986.0,325.0,126.0,67.0,254.0,262.0,2037.0,Magic Johnson
367,1989-90,26.0,PHI,NBA,SF,79.0,79.0,3085.0,706.0,1177.0,0.6,20.0,92.0,0.217,686.0,1085.0,0.632,0.608,557.0,744.0,0.7490000000000001,361.0,548.0,909.0,307.0,148.0,50.0,243.0,250.0,1989.0,Magic Johnson
368,1990-91,27.0,PHI,NBA,SF,67.0,67.0,2498.0,665.0,1167.0,0.57,44.0,155.0,0.284,621.0,1012.0,0.614,0.589,475.0,658.0,0.722,258.0,422.0,680.0,284.0,110.0,33.0,210.0,173.0,1849.0,Magic Johnson
369,1991-92,28.0,PHI,NBA,SF,75.0,75.0,2881.0,622.0,1126.0,0.552,32.0,137.0,0.23399999999999999,590.0,989.0,0.597,0.5670000000000001,454.0,653.0,0.695,271.0,559.0,830.0,308.0,136.0,44.0,235.0,196.0,1730.0,Magic Johnson
370,1992-93,29.0,PHO,NBA,PF,76.0,76.0,2859.0,716.0,1376.0,0.52,67.0,220.0,0.305,649.0,1156.0,0.561,0.545,445.0,582.0,0.765,237.0,691.0,928.0,385.0,119.0,74.0,233.0,196.0,1944.0,Magic Johnson
371,1993-94,30.0,PHO,NBA,PF,65.0,65.0,2298.0,518.0,1046.0,0.495,48.0,178.0,0.27,470.0,868.0,0.541,0.518,318.0,452.0,0.7040000000000001,198.0,529.0,727.0,296.0,101.0,37.0,206.0,160.0,1402.0,Magic Johnson
372,1994-95,31.0,PHO,NBA,PF,68.0,66.0,2382.0,554.0,1141.0,0.486,74.0,219.0,0.33799999999999997,480.0,922.0,0.521,0.518,379.0,507.0,0.748,203.0,553.0,756.0,276.0,110.0,45.0,150.0,201.0,1561.0,Magic Johnson
373,1995-96,32.0,PHO,NBA,PF,71.0,71.0,2632.0,580.0,1160.0,0.5,49.0,175.0,0.28,531.0,985.0,0.539,0.521,440.0,566.0,0.777,243.0,578.0,821.0,262.0,114.0,56.0,218.0,208.0,1649.0,Magic Johnson
374,1996-97,33.0,HOU,NBA,PF,53.0,53.0,2009.0,335.0,692.0,0.484,58.0,205.0,0.28300000000000003,277.0,487.0,0.569,0.526,288.0,415.0,0.6940000000000001,212.0,504.0,716.0,248.0,69.0,25.0,151.0,153.0,1016.0,Magic Johnson
375,1997-98,34.0,HOU,NBA,PF,68.0,41.0,2243.0,361.0,744.0,0.485,18.0,84.0,0.214,343.0,660.0,0.52,0.49700000000000005,296.0,397.0,0.746,241.0,553.0,794.0,217.0,71.0,28.0,147.0,187.0,1036.0,Magic Johnson
376,1998-99,35.0,HOU,NBA,PF,42.0,40.0,1526.0,240.0,502.0,0.478,4.0,25.0,0.16,236.0,477.0,0.495,0.48200000000000004,192.0,267.0,0.7190000000000001,167.0,349.0,516.0,192.0,43.0,13.0,100.0,89.0,676.0,Magic Johnson
377,1999-00,36.0,HOU,NBA,PF,20.0,18.0,620.0,106.0,222.0,0.47700000000000004,6.0,26.0,0.231,100.0,196.0,0.51,0.491,71.0,110.0,0.645,71.0,138.0,209.0,63.0,14.0,4.0,44.0,48.0,289.0,Magic Johnson
378,Career,,,NBA,,1073.0,1012.0,39330.0,8435.0,15605.0,0.541,538.0,2020.0,0.266,7897.0,13585.0,0.581,0.5579999999999999,6349.0,8643.0,0.735,4260.0,8286.0,12546.0,4215.0,1648.0,888.0,3376.0,3287.0,23757.0,Magic Johnson
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic Johnson
380,8 seasons,,PHI,NBA,,610.0,582.0,22761.0,5025.0,8722.0,0.5760000000000001,214.0,888.0,0.24100000000000002,4811.0,7834.0,0.614,0.588,3920.0,5347.0,0.733,2688.0,4391.0,7079.0,2276.0,1007.0,606.0,2127.0,2045.0,14184.0,Magic Johnson
381,4 seasons,,PHO,NBA,,280.0,278.0,10171.0,2368.0,4723.0,0.501,238.0,792.0,0.301,2130.0,3931.0,0.542,0.527,1582.0,2107.0,0.7509999999999999,881.0,2351.0,3232.0,1219.0,444.0,212.0,807.0,765.0,6556.0,Magic Johnson
382,4 seasons,,HOU,NBA,,183.0,152.0,6398.0,1042.0,2160.0,0.48200000000000004,86.0,340.0,0.253,956.0,1820.0,0.525,0.502,847.0,1189.0,0.7120000000000001,691.0,1544.0,2235.0,720.0,197.0,70.0,442.0,477.0,3017.0,Magic Johnson
